signatory_id,AgtId,From Node (Full Name),From Node (Short Name),agt_description,From Node Type,PP,Con,From Node Sub-Type,date,year,Edge,actor_id,actor_id_type,To Node Name,actor_detail,short_actor_name,actor_type,To Node Type,To Node Sub-Type,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink
1526,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,11,CON_11,Canada,,CAN,CON,Entity,Country/State,Canada,CAN,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1524,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,5,IGO_5,European Union,,EU,IGO,Entity,IGO,,,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1523,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,party,156,ARM_156,Sudan Liberation Movement/Army,,SLM/A,ARM,Entity,Armed Organization,Sudan,SDN,"Sudan Liberation Movement/Army (SLM/A) are an Armed Organization, based in Sudan. ",https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1522,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,party,158,CON_158,Sudan,,SUD,CON,Entity,Country/State,Sudan,SDN,Sudan is a Country/State in Africa. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1529,350,Darfur Peace Agreement,"Framework-substantive, comprehensive, 5 May 2006","Comprehensive agreement covering a wide range of issues. Agreement establishes democratic processes for the people of Darfur to choose their leaders and determine their final status as a region.  A popular referendum is envisioned not later than July 2010 to decide whether to establish Darfour as a unitary region or to maintain the status quo of three states.  The comprehensive agreement also addresses power sharing, wealth sharing, a final ceasefire and security arrangements, calls for a 'Darfur-Darfus' dialogue to address pending issues and provides implementation modalities.  Agreement annexes six prior agreements.",Peace Agreement,Darfur-Sudan peace process,Sudan/Darfur,"Framework-substantive, comprehensive",05/05/2006,2006,third party,90,CON_90,Nigeria,,NIG,CON,Entity,Country/State,Nigeria,NGA,Nigeria is a Country/State in Africa. ,https://www.peaceagreements.org/view/350,https://www.peaceagreements.org/viewmasterdocument/350
1602,362,Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan,"Renewal, 19 November 2004","An interim agreement in which the Parties affirm that the six Protocols in the Nairobi Declaration (5/06/2004) constitute the core of the Comprehensive Peace Agreement, and agree to future negotiations on a permanent ceasefire in order to complete the Comprehensive Peace Agreement. Furthermore, the Parties invite the UN Security Council to endorse the six Protocols, to which the UN Security Council pass UN SC Resolution 1574 (2004). ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,Renewal,19/11/2004,2004,third party,2,CON_2,Germany,,GMY,CON,Entity,Country/State,Germany,DEU,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/362,https://www.peaceagreements.org/viewmasterdocument/362
1603,362,Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan,"Renewal, 19 November 2004","An interim agreement in which the Parties affirm that the six Protocols in the Nairobi Declaration (5/06/2004) constitute the core of the Comprehensive Peace Agreement, and agree to future negotiations on a permanent ceasefire in order to complete the Comprehensive Peace Agreement. Furthermore, the Parties invite the UN Security Council to endorse the six Protocols, to which the UN Security Council pass UN SC Resolution 1574 (2004). ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,Renewal,19/11/2004,2004,third party,160,CON_160,Philippines,,PHI,CON,Entity,Country/State,Philippines,PHL,Philippines is a Country/State in Asia. ,https://www.peaceagreements.org/view/362,https://www.peaceagreements.org/viewmasterdocument/362
1604,362,Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan,"Renewal, 19 November 2004","An interim agreement in which the Parties affirm that the six Protocols in the Nairobi Declaration (5/06/2004) constitute the core of the Comprehensive Peace Agreement, and agree to future negotiations on a permanent ceasefire in order to complete the Comprehensive Peace Agreement. Furthermore, the Parties invite the UN Security Council to endorse the six Protocols, to which the UN Security Council pass UN SC Resolution 1574 (2004). ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,Renewal,19/11/2004,2004,third party,21,CON_21,Russia,,RUS,CON,Entity,Country/State,Russian Federation,RUS,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/362,https://www.peaceagreements.org/viewmasterdocument/362
1601,362,Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan,"Renewal, 19 November 2004","An interim agreement in which the Parties affirm that the six Protocols in the Nairobi Declaration (5/06/2004) constitute the core of the Comprehensive Peace Agreement, and agree to future negotiations on a permanent ceasefire in order to complete the Comprehensive Peace Agreement. Furthermore, the Parties invite the UN Security Council to endorse the six Protocols, to which the UN Security Council pass UN SC Resolution 1574 (2004). ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,Renewal,19/11/2004,2004,third party,41,CON_41,Benin,,BEN,CON,Entity,Country/State,Benin,BEN,Benin is a Country/State in Africa. ,https://www.peaceagreements.org/view/362,https://www.peaceagreements.org/viewmasterdocument/362
1605,362,Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan,"Renewal, 19 November 2004","An interim agreement in which the Parties affirm that the six Protocols in the Nairobi Declaration (5/06/2004) constitute the core of the Comprehensive Peace Agreement, and agree to future negotiations on a permanent ceasefire in order to complete the Comprehensive Peace Agreement. Furthermore, the Parties invite the UN Security Council to endorse the six Protocols, to which the UN Security Council pass UN SC Resolution 1574 (2004). ",Peace Agreement,Sudanese (North-South) peace process,South Sudan/Sudan,Renewal,19/11/2004,2004,third party,4,CON_4,Spain,,SPN,CON,Entity,Country/State,Spain,ESP,Spain is a Country/State in Europe. ,https://www.peaceagreements.org/view/362,https://www.peaceagreements.org/viewmasterdocument/362
