id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,actor_iso3c,actor_country,actor_id,actor_name,abbreviation,alternative_names
ARM_156,Armed Organization,,,,,,,SDN,Sudan,156,Sudan Liberation Movement/Army,SLM/A,Sudan Liberation Army | Sudan Liberation Movement / Army | Sudan Liberation Movement / Army Minni Arko Minawi | Sudan Liberation Movement / Army ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Transitional Council Dr. | Sudan Liberation Movement / Sudan Liberation Army | SLA / MM
CON_157,Country/State,,,,,,,TCD,Chad,157,Chad,,Chad | Republic Chad | Republic Chad  - Moussa Faki MAHAMAT | RÃƒÂ©publique du Tchad
CON_158,Country/State,,,,,,,SDN,Sudan,158,Sudan,,Sudan | Republic Sudan | Republic Sudan H.E. P | Sudan : Lino Roll Deng | Government Republic Sudan | Sudan Government | Sudan Government Delegation | Sudanese Government | Republic Sudan  H.E. P | Transitional Government Negotiation Delegation
CON_159,Country/State,,,,,,,ETH,Ethiopia,159,Ethiopia,,Ethiopia | Democratic Republic Ethiopia | ETHIOPIAN | Ethopia | Federal Democratic Republic Ethiopia  - Representing Facilitator | Republic Ethiopia | Ethiopian Government | Federal Democratic Republic Ethiopia | FDRE
CON_160,Country/State,,,,,,,PHL,Philippines,160,Philippines,,Philippines | GOVERNMENT REPUBLIC PHILIPPINES | Government Republic Philippines Mohagher Iqbal | GRP Panel Chair | GRP Panel Executive | GRP Panel Peace Talks | GRP Panelen ATTY | GRP Peace Panel | GRP Representative | GRP SCCH Chairman | GRP Secretariat Victor I. Erfe | GRP Sub - Committee Cessation Hostilities | GRP Sub - Committee Cessation Hostilities ( CCCH | GRP Sub - Committee Cessation Hostilities Chairperson | GRP Technical Comittee Chairperson | GRP Technical Committee | GRP Technical Committee Acting Chairperson | GRP Technical Committee Chairperson | GRP Technical Working Group | House Representatives GRP | GPH | Government Philippines - Coordinating Committee | GPH - CCCH
ARM_161,Armed Organization,,,,,,,PHL,Philippines,161,National Democratic Front of the Philippines,NDFP,
CON_162,Country/State,,,,,,,IDN,Indonesia,162,Indonesia,,Indonesia | Republic Indonesia | Republic lndonesia | Indonesian Government | Indonesian
ARM_163,Armed Organization,,,,,,,IDN,Indonesia,163,Free Aceh Movement,GAM,Gerakan Aceh Merdeka
NGO_164,Civil Society,Non-governmental Organization,Other,1.0,,,,,,164,Centre for Humanitarian Dialogue,HD,HD | Henry Dunant Centre for Humanitarian Dialogue | Henry Dunant Center Humanitarian Dialogue
OTH_165,Other,,,,,1.0,,IDN,Indonesia,165,Aceh Police,,
OTH_166,Other,,,,,1.0,,IDN,Indonesia,166,Joint Committee on Humanitarian Action,,
OTH_167,Other,,,,,1.0,,IDN,Indonesia,167,Joint Committee on Security Modalities,,
UMB_168,Umbrella,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),168,Forces Nouvelles de Côte d'Ivoire,FAFN,Forces armÃ©es des forces nouvelles | Forces Nouvelles de Côte d'Ivoire | Armed Forces of the New Forces | FNCI | FN | FAFN | New Forces of Ivory Coast
CON_169,Country/State,,,,,,,IRL,Ireland,169,Ireland,,Ireland | Republic of Ireland | Republic Ireland | Irish Government | Irish Governments | Republic Ireland Government | Taoiseach | Embajada de Irlanda
ENT_170,Entity,,,,,,,GBR,United Kingdom,170,Northern Ireland,NI,Northern Ireland Assembly
CON_171,Country/State,,,,,,,FIN,Finland,171,Finland,,FINLAND | Republic Finland
CON_172,Country/State,,,,,,,KEN,Kenya,172,Kenya,,KENYA | Republic Keny | Republic Kenya | Government Republic Kenya | Kenya Government Facilitation Team | KENYAN GOVERNMENT REPRESENTATIVES  1 | Kenyua
CON_173,Country/State,,,,,,,SSD,South Sudan,173,South Sudan,,South Sudan | Republic South Sudan | Republic South Sudan/ | Souther Sudan | Government South Sudan | Southern Sudan | GRSS
CON_174,Country/State,,,,,,,TZA,Tanzania,174,Tanzania,,"Tanzania/Tanganyika | TANZANIA, UNITED REPUBLIC OF | Republic Tanzania | Tanzania | Tanzanian Republic  - ABDOU DIOUF | United Republic of Tanzania | United Republic Tanzania"
ARM_175,Armed Organization,,,,,,,UGA,Uganda,175,Lord’s Resistance Army,LRA,LRA/M | Kony
CON_176,Country/State,,,,,,,UGA,Uganda,176,Uganda,,Uganda | Republic Uganda | Republic Uganda  Facilitators/ | Uganda National Rescue II | Uganda National Rescue II High Command | GOVERNMENT UGANDA | Government Uganda Delegation
CON_177,Country/State,,,,,,,CHL,Chile,177,Chile,,Chile | Republic Chile
CON_178,Country/State,,,,,,,PER,Peru,178,Peru,,Peru | Republic Peru
CON_179,Country/State,,,,,,,ECU,Ecuador,179,Ecuador,,Ecuador | Republic Ecuador
ARM_180,Armed Organization,,,,,,,COL,Colombia,180,FARC,FARC,Fuerzas Armadas Revolucionarias de Colombia | Revolutionary Armed Forces of Colombia | FARC | FARC - EP | FARC - EP MANUEL MARULANDA VÃƒÆ’Ã¢â‚¬Â°LEZ | FARC - EP : JOAQUÃƒÆ’Ã‚ÂN GÃƒÆ’Ã¢â‚¬Å“MEZ | FARC - EP PABLO CATA TUMBO | FARC GULLERMO ZULUAGA | Revolutionary Armed Forces Colombia | Revolutionary Armed Forces Colombia - People ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Army
CON_181,Country/State,,,,,,,COL,Colombia,181,Colombia,,Colombia | Republic Colombia | Colombian National Government | National Government Colombia
ARM_182,Armed Organization,,,,,,,COL,Colombia,182,United Self-Defence Groups of Colombia,AUC,
ARM_183,Armed Organization,,,,,,,COL,Colombia,183,Militias,,
NGO_184,Civil Society,Religious,,,,1.0,,COL,Colombia,184,Episcopal Conference of Colombia,,"the Colombian Episcopal Conference | Conferencia Episcopal de Colombia | Conferencia Episcopal de | Episcopal
Conference of"
ARM_185,Armed Organization,,,,,,,COL,Colombia,185,Frente Francisco Garnica,FFG,Francisco Garnica Front
NGO_186,Civil Society,Religious,,,,1.0,,COL,Colombia,186,Church Representative,,
POL_187,Political Party,,,,,,,,,187,Spanish Socialist Workers Party,,
NGO_188,Civil Society,Religious,,,,1.0,,COL,Colombia,188,Religious Representatives,,
ARM_189,Armed Organization,,,,,,,COL,Colombia,189,Popular Liberation Army,EPL,Ejército Popular de Liberación
ARM_190,Armed Organization,,,,,,,COL,Colombia,190,Quintin Lame Armed Movement,MAQL,
POL_191,Political Party,,,,,,,COL,Colombia,191,Political Parties,,
NGO_192,Civil Society,Non-governmental Organization,Other,1.0,,,,,,192,World Council of Indigenous Peoples,,
NGO_193,Civil Society,Non-governmental Organization,Other,,,1.0,,ESP,Spain,193,Spanish Human Rights Association,,
POL_194,Political Party,,,,,,,COL,Colombia,194,Revolutionary Worker’s Party,,
ARM_195,Armed Organization,,,,,,,COL,Colombia,195,National Liberation Army,ELN,Ejército de Liberación Nacional
UMB_196,Umbrella,,,,,,,COL,Colombia,196,CGSB,,Coordinadora Guerrillera SimÃ³n BolÃ­var | SIMÃ“N BOLÃVAR GUERRILLA COORDINATING BOARD
NGO_197,Civil Society,Non-governmental Organization,Other,,,1.0,,,,197,Civil Society,,
NGO_198,Civil Society,Religious,,1.0,,,,COL,Colombia,198,Catholic Church,,Catholic Church of Colombia
NGO_199,Civil Society,Non-governmental Organization,Other,1.0,,,,,,199,Socialist International,,
ARM_200,Armed Organization,,,,,,,COL,Colombia,200,M-19,M19,19th of April Movement
NGO_201,Civil Society,Non-governmental Organization,Other,1.0,,,,,,201,International Committee of the Red Cross,ICRC,ICRC | Red Cross | ICRC ZENICA | C. Von Flue | International Red Cross | RC
CON_202,Country/State,,,,,,,CHE,Switzerland,202,Switzerland,,Switzerland | Swiss Confederation
CON_203,Country/State,,,,,,,CUB,Cuba,203,Cuba,,CUBA | Republic Cuba
ARM_204,Armed Organization,,,,,,,COL,Colombia,204,CRS,CRS,la Corriente de Renovacion Socialista
OTH_206,Other,,,1.0,,,,,,206,International Community,,
POL_208,Political Party,,,,,,,ZAF,South Africa,208,Solidarity,,
POL_209,Political Party,,,,,,,ZAF,South Africa,209,SA Communist Party,,
POL_210,Political Party,,,,,,,ZAF,South Africa,210,Inkatha Freedom Party,,
POL_211,Political Party,,,,,,,ZAF,South Africa,211,United People's Front,,
POL_212,Political Party,,,,,,,ZAF,South Africa,212,Democratic Party,,
ENT_213,Entity,,,,,,,ZAF,South Africa,213,Bophuthatswana Govt,,
POL_214,Political Party,,,,,,,ZAF,South Africa,214,Ximoko Progressive Party,,
ENT_215,Entity,,,,,,,ZAF,South Africa,215,Venda Govt,,
ENT_216,Entity,,,,,,,ZAF,South Africa,216,Transkei Govt,,
POL_217,Political Party,,,,,,,ZAF,South Africa,217,Dikwankwetla Party,,
POL_218,Political Party,,,,,,,ZAF,South Africa,218,Intando Yesizwe Party,,
POL_219,Political Party,,,,,,,ZAF,South Africa,219,Inyandza National Movement,,
POL_220,Political Party,,,,,,,ZAF,South Africa,220,Labour Party SA,,
CON_221,Country/State,,,,,,,ZAF,South Africa,221,South Africa,,South Africa | Republic South Afirca | Republic South Africa | Government Republic South Africa | South African Government & | South African Parliament
POL_222,Political Party,,,,,,,ZAF,South Africa,222,African National Congress,ANC,
POL_223,Political Party,,,,,,,ZAF,South Africa,223,Natal / Tvl Indian Congress,,
POL_224,Political Party,,,,,,,ZAF,South Africa,224,National Party,,
POL_225,Political Party,,,,,,,ZAF,South Africa,225,National People's Party,,
IGO_226,Intergovernmental Organization,,,1.0,,,,,,226,Organisation of Islamic Cooperation,OIC,Organisation Of Islamic Cooperation | Organization Of Islamic Cooperation | Organization Of The Islamic Conference | OIC | Organisation Of The Islamic Conference | Organization of the Islamic Conference (OIC) | Org. Islamic Conference | Org. of the Islamic Conference | OCI | Organisation de la coopÃ©ration islamique | l'Organisations de la CoopÃ©ration Islamique | l'OCC | the Organization of the Islamic Conference | Organisation Islamic Cooperation
ARM_227,Armed Organization,,,,,,,PHL,Philippines,227,Moro National Liberation Front,MNLF,
CON_228,Country/State,,,,,,,MAR,Morocco,228,Morocco,,Morocco | Kingdom Morocco | Morocco &
ARM_229,Armed Organization,,,,,,, ,Western Sahara,229,Polisario Front,,Frente Polisario
ARM_230,Armed Organization,,,,,,,PHL,Philippines,230,Moro Islamic Liberation Front ,MILF,MILF | MILF - CCCH Chairperson | MILF CCCH | MILF CCCH Chairperson | MILF CCCH Member | MILF Cease - Fire Committee | MILF Central Committee | MILF Committee | MILF Committee Cessation Hostilities | MILF Committee Cessation Hostilities Chair | MILF Implementation Panel | MILF Implementing Panel | MILF Islamic Supreme Court | MILF Legal Counsel | MILF Legal Counselor | MILF Negotiating Panel | MILF Panel | MILF Panel Chair | MILF Peace | MILF Political Affairs | MILF Political Affairs Central Committee | MILF SCCH | MILF SCCH Acting | MILF SCCH Member | MILF Secretariat | MILF Secretariat Technical Committee | MILF Sub - Committee Cessation Hostilities | MILF Sub - Committee Cessation Hostilities Acting | MILF Sub - Committee Cessation Hostilities Chairperson | MILF Technical Committee | MILF Technical Committee Acting | MILF Technical Committee Chairperson | MILF Technical Working Group | Moro Islamic Liberation
OTH_231,Other,,,,,1.0,,LBR,Liberia,231,Liberia National Conference,,
ARM_233,Armed Organization,,,,,,,LBR,Liberia,233,Lofa Defence Force,LDF,
ARM_234,Armed Organization,,,,,,,LBR,Liberia,234,United Liberation Movement for Democracy in Liberia,,
MIL_235,Military,,,,,,,LBR,Liberia,235,Liberia Armed Forces,,Armed Forces Liberia
POL_236,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),236,Movement of the Forces of the Future,MFA,
ARM_237,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),237,Ivorian Popular Front,FPI,
ARM_238,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),238,Rally of the Republicans,RDR,
POL_239,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),239,Ivorian Workers' Party,PIT,
ARM_240,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),240,Patriotic Movement of Côte d’Ivoire,MPCI,Mouvement patriotique de Côte d’Ivoire
ARM_241,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),241,Ivorian Popular Movement of the Great West,MPIGO,Mouvement populaire ivoirien du Grand Ouest
POL_242,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),242,Union for Democracy and Peace in Ivory Coast,UDCPI,
POL_243,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),243,Democratic Party of Ivory Coast – African Democratic Rally,PDCI-RDA,
ARM_244,Armed Organization,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),244,Movement for Justice and Peace,MJP,Mouvement pour la justice et la paix
POL_245,Political Party,,,,,,,CIV,Côte d'Ivoire (Ivory Coast),245,Citizens' Democratic Union,UDCY,
POL_246,Political Party,,,,,,,KHM,Cambodia,246,FUNCINPEC,,"National United Front for an Independent, Neutral, Peaceful and Cooperative Cambodia"
CON_247,Country/State,,,,,,,KHM,Cambodia,247,Cambodia,,Cambodia (Kampuchea) | CAMBODIA | Kingdom of Cambodia | Kingdom Cambodia
CON_248,Country/State,,,,,,,DJI,Djibouti,248,Djibouti,,Djibouti | Djibouti & FRUD ] | Republic Diijbouti | Republic Djibouti
ARM_249,Armed Organization,,,,,,,DJI,Djibouti,249,Front for the Restoration of Unity and Democracy,FRUD,Frontpourlarestaurationdel'unitéetdeladémocratie | Front pour la Restauration de l'Unité et de la Démocratie | Front pour la Restauration de l'Unité et de la Démocratie (FRUD)
IGO_250,Intergovernmental Organization,,,1.0,,,,,,250,World Peace Council,WPC,World Peace Council Africa Area / Congo
ARM_252,Armed Organization,,,,,,,COG,"Congo, Republic of the",252,Self-Defence Forces of Resistance,FADR,FADR
CON_253,Country/State,,,,,,,BDI,Burundi,253,Burundi,,Burundi | Burundi - | Republic Burundi | Republic Burundi - Mr | Republic Burundi Signatory Party | Republic Burundi : | Burundi Government Delegation | Burundian National Assembly | Republic Burundi  - Mr | Republic Burundi  Signatory Party | Burundi  -
ARM_254,Armed Organization,,,,,,,NER,Niger,254,Coordination of the Armed Resistance,CRA,Coordination de la Résistance Armée | Coordination de la Résistance Armée (CRA)
CON_255,Country/State,,,,,,,DZA,Algeria,255,Algeria,,Algeria | People's Democratic Republic Algeria | People's Democratic Republic Algeria  ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ | People's Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra | People's Democratic Republic of Algeria | Democratic and Popular Republic of Algeria | RÃƒÂ©publique AlgÃƒÂ©rinne DÃƒÂ©mocratique et Populaire | People Ã¢â‚¬â„¢s Democratic Republic Algeria | Popular Republic Algeria | People Ã¢â‚¬â„¢s Democratic Republic Algeria  Ã¢â‚¬Â¢ | People Ã¢â‚¬â„¢s Democratic Republic Algeria :  ( Signed ) Ramtane Lamamra
ARM_256,Armed Organization,,,,,,,NER,Niger,256,Organisation of the Armed Resistance,,
ARM_257,Armed Organization,,,,,,,MLI,Mali,257,Arab Movement of Azawad ,MAA,Mouvement Arabe de l'Azawad
ARM_258,Armed Organization,,,,,,,AGO,Angola,258,National Union for the Total Independence of Angola,UNITA,União Nacional para a Independência Total de Angola (UNITA) | União Nacional para a Independência Total de Angola
CON_259,Country/State,,,,,,,PRT,Portugal,259,Portugal,,Portugal | Portuguese Republic | Portuguese Government
CON_260,Country/State,,,,,,,AGO,Angola,260,Angola,,Angola | Angol | Republic Angola | International Relations Republic Angola
ARM_261,Armed Organization,,,,,,,LBR,Liberia,261,Liberian Peace Council,,
ARM_262,Armed Organization,,,,,,,LBR,Liberia,262,National Patriotic Front of Liberia - Central Revolutionary Council,NPFL-CRC,
UMB_263,Umbrella,,,,,,,TJK,Tajikistan,263,United Tajik Opposition,,
CON_264,Country/State,,,,,,,COD,"Congo, Democratic Republic of the",264,"Congo, Democratic Republic of the",,"Congo, Democratic Republic of (Zaire) | CONGO, THE DEMOCRATIC REPUBLIC OF | Democratic Republic | Democratic Republic Congo | Republic Democratic Republic Congo"
ARM_265,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",265,Movement for the Liberation of Congo,MLC,Mouvement de Libération du Congo
ARM_266,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",266,Rally for Congolese Democracy,RCD,Rassemblement congolais pour la démocratie | Pour le Rassemblement Congolais pour La DÃ©mocratie-National | Congolese Rally for Democracy
CON_267,Country/State,,,,,,,BWA,Botswana,267,Botswana,,Botswana
CON_268,Country/State,,,,,,,MEX,Mexico,268,Mexico,,Mexico | United Mexican States | Mexican Foreign Ministry | Mexican Government
ARM_269,Armed Organization,,,,,,,MEX,Mexico,269,Zapatista Army of National Liberation,EZLN,Ejército Zapatista de Liberación Nacional
NGO_270,Civil Society,Religious,,,,1.0,,NIC,Nicaragua,270,Cardinal Miguel Obando Bravo,,
UMB_271,Umbrella,,,,,,,NIC,Nicaragua,271,Nicaraguan Resistance,NR,
CON_272,Country/State,,,,,,,ERI,Eritrea,272,Eritrea,,Eritrea | Eritrean Government
CON_273,Country/State,,,,,,,PRK,"Korea, North",273,North Korea,,"Korea, People's Republic of | KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF | Democratic People's Republic | Democratic People Republic Korea"
IGO_274,Intergovernmental Organization,,,1.0,,,UN Mission,,,274,United Nations Observer Mission in Bougainville (UNOMB),UNOMB,UN Observer Mission in Bougainville
ENT_275,Entity,,,,,,,RUS,Russia,275,Chechen Republic,,
CON_276,Country/State,,,,,,,NZL,New Zealand,276,New Zealand,,New Zealand
